,NAME,ADDRESS,CITY,STATE,ZIP,LEVEL,ENROLLMENT,START_GRADE,END_GRADE,DISTRICT_ID
1208,PRAIRIE HEIGHTS SR HIGH SCH,0245 S 1150 E,LAGRANGE,IN,46761,3,452,09,12,1809300
1209,BARR REEVE ELEMENTARY SCHOOL,627 N 3RD ST,MONTGOMERY,IN,47558,1,240,02,05,1800330
1210,ESPECIALLY KIDZ HEALTH & REHAB CNT,2325 S MILLER ST,SHELBYVILLE,IN,46176,4,36,PK,12,1810140
1211,BREMEN ELEM/MIDDLE SCHOOL,700 W SOUTH ST,BREMEN,IN,46506,1,973,KG,08,1800900
1212,HARRISON PARKWAY ELEM SCHOOL,14135 HARRISON PKY,FISHERS,IN,46038,1,575,KG,04,1810650
1213,EAST ALLEN UNIVERSITY,6501 WAYNE TRACE,FORT WAYNE,IN,46816,4,258,09,11,1802850
1214,YORKTOWN ELEMENTARY SCHOOL,8810 W SMITH ST,YORKTOWN,IN,47396,1,530,03,05,1807230
1215,NEW ALBANY SENIOR HIGH SCHOOL,1020 VINCENNES ST,NEW ALBANY,IN,47150,3,1988,09,12,1807410
1216,WESTLAWN ELEMENTARY SCH,234 PEARL ST,DUNKIRK,IN,47336,1,230,KG,05,1804980
1217,CLINTON PRAIRIE JR-SR HS,2400 S CR 450 W,FRANKFORT,IN,46041,3,488,07,12,1802160
1218,WOODLAN PRIMARY SCHOOL,23005 WOODBURN RD,WOODBURN,IN,46797,N,-1,KG,03,1802850
1219,CENTRAL ELEMENTARY SCHOOL,515 E WILLIAMS ST,LEBANON,IN,46052,1,372,KG,05,1805790
1220,MAPLE ELEMENTARY SCH,7237 E US HWY 36,AVON,IN,46123,1,259,KG,04,1800270
1221,WALLACE AYLESWORTH ELEMENTARY,5910 CENTRAL AVE,PORTAGE,IN,46368,1,465,KG,05,1809150
1222,PIPE CREEK ELEMENTARY SCHOOL,3036 W 400 S,PERU,IN,46970,1,449,PK,01,1806090
1223,MOORES HILL ELEMENTARY SCHOOL,14733 MAIN ST,MOORES HILL,IN,47032,1,161,KG,06,1800240
1224,WINDING RIDGE ELEMENTARY SCHOOL,11825 E 46TH ST,INDIANAPOLIS,IN,46236,1,617,01,06,1805670
1225,SHAWNEE MIDDLE SCHOOL,1000 E COOK RD,FORT WAYNE,IN,46825,2,836,06,08,1803630
1226,HOWARD ELEMENTARY SCHOOL,3526 N 300 E,KOKOMO,IN,46901,1,260,KG,06,1802040
1227,DISCOVERY CHARTER SCHOOL,800 CANONIE DR,PORTER,IN,46304,1,511,KG,08,1800088
1228,COLLEGE PARK ELEM SCH,7839 NEW AUGUSTA RD,INDIANAPOLIS,IN,46268,1,447,KG,05,1808910
1229,CLAYPOOL ELEMENTARY SCHOOL,2024 W 700 S,CLAYPOOL,IN,46510,1,403,PK,06,1812420
1230,NORTH WHITE JR/SR HIGH SCHOOL,305 E BROADWAY,MONON,IN,47959,3,405,07,12,1808130
1231,GEORGE L MYERS ELEM SCH,3100 WILLOWDALE,PORTAGE,IN,46368,1,411,KG,05,1809150
1232,INDIANA SCHOOL FOR THE BLIND,7725 N COLLEGE AVE,INDIANAPOLIS,IN,46240,4,146,PK,12,1800023
1233,WILLIAM TELL ELEMENTARY SCHOOL,1235 31ST ST,TELL CITY,IN,47586,1,854,KG,06,1811260
1234,JACKSON INTERMEDIATE CENTER,5001 S MIAMI RD,SOUTH BEND,IN,46614,2,565,05,08,1810290
1235,WEST JAY COUNTY MIDDLE SCHOOL,140 HIGHLAND AVE,DUNKIRK,IN,47336,2,247,06,08,1804980
1236,BAINBRIDGE ELEMENTARY SCHOOL,412 S WASHINGTON,BAINBRIDGE,IN,46105,1,424,PK,05,1807980
1237,SUGAR CREEK ELEMENTARY SCH,2337 S 600 W,NEW PALESTINE,IN,46163,1,786,PK,06,1810710
1238,WALKERTON ELEMENTARY SCHOOL,805 WASHINGTON ST,WALKERTON,IN,46574,1,493,PK,06,1809120
1239,FALL CREEK INTERMEDIATE SCH,12011 OLIO RD,FISHERS,IN,46037,2,1219,05,06,1810650
1240,TERRE HAUTE NORTH VIGO HIGH SCH,3434 MAPLE AVE,TERRE HAUTE,IN,47804,3,1837,09,12,1812090
1241,BATESVILLE PRIMARY SCHOOL,760 SR 46 W,BATESVILLE,IN,47006,1,458,PK,02,1800390
1242,LINTON-STOCKTON ELEMENTARY,900 4TH ST NE,LINTON,IN,47441,1,694,KG,05,1805910
1243,AUSTIN MIDDLE SCHOOL,401 S HWY 31,AUSTIN,IN,47102,2,301,06,08,1809990
1244,ROSE HAMILTON ELEMENTARY SCH,1281 ROUND BARN RD S,CENTERVILLE,IN,47330,1,456,PK,02,1801560
1245,MARTINSVILLE HIGH SCHOOL,1360 E GRAY ST,MARTINSVILLE,IN,46151,3,1560,09,12,1806510
1246,ANGOLA HIGH SCHOOL,350 S JOHN MCBRIDE AVE,ANGOLA,IN,46703,3,842,09,12,1811100
1247,IN ACA FOR SCI MATH & HUMANITIES,WAGONER HALLS BALL ST UNIV,MUNCIE,IN,47306,3,307,11,12,1800041
1248,EMMA DONNAN MIDDLE SCHOOL,1202 E TROY AVE,INDIANAPOLIS,IN,46203,2,335,07,08,1800127
1249,MONROE CENTRAL JR-SR HIGH SCH,1878 N CR 1000 W,PARKER CITY,IN,47368,3,522,07,12,1807080
1250,BROOKS SCHOOL ELEMENTARY,12451 BROOKS SCHOOL RD,FISHERS,IN,46037,1,969,PK,04,1810650
1251,JAMES H WATSON ELEM SCH,333 W 77TH ST,SCHERERVILLE,IN,46375,1,498,PK,04,1805450
1252,BENJAMIN HARRISON ELEMENTARY SCH,4411 MAGOUN,EAST CHICAGO,IN,46312,1,551,PK,05,1802880
1253,THORNTOWN ELEMENTARY SCHOOL,200 MILL ST,THORNTOWN,IN,46071,1,433,PK,06,1812990
1254,PLYMOUTH HIGH SCHOOL,810 N RANDOLPH ST,PLYMOUTH,IN,46563,3,1124,09,12,1809060
1255,WEST VIEW ELEMENTARY SCHOOL,3401 W GILBERT ST,MUNCIE,IN,47304,1,262,KG,05,1807320
1256,MAYWOOD ELEMENTARY SCHOOL,1001 165TH ST,HAMMOND,IN,46324,1,457,PK,05,1804320
1257,COLUMBIA ELEMENTARY SCHOOL,1238 MICHIGAN ST,HAMMOND,IN,46320,1,260,KG,05,1804320
1258,CENTER FOR INQUIRY II,440 E 57TH ST,INDIANAPOLIS,IN,46220,1,378,KG,08,1804770
1259,HORNET PARK ELEMENTARY SCHOOL,5249 HORNET AVE,BEECH GROVE,IN,46107,1,497,PK,01,1800450
1260,NORTH MONTGOMERY HIGH SCHOOL,5945 US 231 N,CRAWFORDSVILLE,IN,47933,3,622,09,12,1807900
1261,CASTLE NORTH MIDDLE SCHOOL,2800 HWY 261,NEWBURGH,IN,47630,2,787,06,08,1812390
1262,ERNEST R ELLIOTT ELEM SCH,8718 WHITE OAK AVE,MUNSTER,IN,46321,1,409,KG,05,1807350
1263,BENJAMIN BOSSE HIGH SCHOOL,1300 WASHINGTON AVE,EVANSVILLE,IN,47714,3,775,09,12,1803450
1264,DOUGLAS MACARTHUR ELEM SCHOOL,454 E STOP 11 RD,INDIANAPOLIS,IN,46227,1,650,KG,05,1808820
1265,CRAWFORDSVILLE MIDDLE SCHOOL,705 WALLACE AVE,CRAWFORDSVILLE,IN,47933,2,538,06,08,1802460
1266,EDISON INTERMEDIATE CENTER,2701 EISENHOWER DR,SOUTH BEND,IN,46615,2,433,05,08,1810290
1267,THE EXCEL CENTER - KOKOMO,101 W SUPERIOR ST,KOKOMO,IN,46901,3,350,09,12,1800135
1268,RISE UP ACADEMY AT EGGLESTON,19010 ADAMS RD,SOUTH BEND,IN,46637,3,258,09,12,1810290
1269,CLAY INTERMEDIATE CENTER,52900 LILY RD,SOUTH BEND,IN,46637,2,481,05,08,1810290
1270,FRANCES SLOCUM ELEM SCHOOL,2909 S TORRENCE ST,MARION,IN,46953,1,359,KG,04,1806390
1271,MOROCCO ELEMENTARY SCHOOL,310 S LINCOLN,MOROCCO,IN,47963,1,169,KG,06,1807920
1272,DARDEN PRIMARY CENTER,18645 JANET ST,SOUTH BEND,IN,46637,1,542,PK,04,1810290
1273,ALEXANDRIA-MONROE INTERMEDIATE,308 W 11TH ST,ALEXANDRIA,IN,46001,1,450,03,06,1800120
1274,WESTERN WAYNE ELEM SCH,801 E DELAWARE,CAMBRIDGE CITY,IN,47327,1,445,PK,05,1813050
1275,SPENCER ELEMENTARY SCHOOL,151 HILLSIDE AVE,SPENCER,IN,47460,1,713,PK,06,1810950
1276,ERNIE PYLE SCHOOL 90,3351 W 18TH ST,INDIANAPOLIS,IN,46222,1,395,PK,06,1804770
1277,PRINCETON COMMUNITY MIDDLE,410 E STATE ST,PRINCETON,IN,47670,2,470,06,08,1807770
1278,WES-DEL MIDDLE/SENIOR HIGH SCH,10000 N CR 600 W,GASTON,IN,47342,4,489,06,12,1804500
1279,MAPLE CREEK MIDDLE SCH,425 UNION CHAPEL RD,FORT WAYNE,IN,46845,2,779,06,08,1808250
1280,RILEY ELEMENTARY SCHOOL,6050 S CANAL RD -   127,RILEY,IN,47871,1,386,PK,05,1812090
1281,JEFFERSON ELEMENTARY SCHOOL,601 JACKSON ST,GARY,IN,46402,1,482,KG,06,1803870
1282,MONTEZUMA ELEMENTARY SCHOOL,459 E STRAWBERRY RD,MONTEZUMA,IN,47862,1,243,KG,06,1810900
1283,BROOKSIDE SCHOOL 54,3150 E 10TH ST,INDIANAPOLIS,IN,46201,1,552,KG,06,1804770
1284,ELM ROAD ELEMENTARY SCHOOL,59400 ELM RD,MISHAWAKA,IN,46544,1,504,KG,05,1808760
1285,EAGLE ELEMENTARY SCH,555 SYCAMORE,BROWNSBURG,IN,46112,1,631,KG,05,1801020
1286,SUGAR GROVE ELEMENTARY SCHOOL,2800 WALLACE AVE,TERRE HAUTE,IN,47802,1,421,KG,05,1812090
1287,HAMILTON HEIGHTS PRIMARY SCHOOL,25350 SR 19,ARCADIA,IN,46030,1,493,PK,02,1804260
1288,XAVIER SCHOOL OF EXCELLENCE,3423 S MICHIGAN,SOUTH BEND,IN,46614,1,299,KG,08,1800087
1289,THEODORE POTTER SCHOOL 74,1601 E 10TH ST,INDIANAPOLIS,IN,46201,1,283,KG,06,1804770
1290,GRIFFITH SENIOR HIGH SCHOOL,600 N WIGGS ST,GRIFFITH,IN,46319,3,776,09,12,1804170
1291,KANKAKEE VALLEY MIDDLE SCHOOL,5258 W SR 10,WHEATFIELD,IN,46392,2,810,06,08,1805280
1292,MCKENNEY-HARRISON ELEM SCHOOL,320 VAN AUKEN ST,AUBURN,IN,46706,1,552,KG,05,1801590
1293,RIVERVIEW SCHOOL,2465 WATERWORKS RD,HUNTINGTON,IN,46750,2,674,06,08,1804710
1294,NORTH SIDE ELEMENTARY SCHOOL,400 E MCDONALD,HARTFORD CITY,IN,47348,2,285,04,06,1800570
1295,PIONEER JR-SR HIGH SCHOOL,417 SOUTH CHICAGO STREET,ROYAL CENTER,IN,46978,3,421,07,12,1808940
1296,JEREMIAH GRAY-EDISON ELEM,5225 GRAY RD,INDIANAPOLIS,IN,46227,1,607,PK,05,1808820
1297,MITCHELL JR HIGH SCHOOL,1010 BISHOP BLVD,MITCHELL,IN,47446,2,414,06,08,1806900
1298,BOONVILLE MIDDLE SCHOOL,555 N YANKEETOWN RD,BOONVILLE,IN,47601,2,751,06,08,1812390
1299,CSA FODREA CAMPUS,2775 ILLINOIS ST,COLUMBUS,IN,47201,1,375,PK,06,1800360
1300,OAK HILL HIGH SCHOOL,7756 W DELHPI PK-27,CONVERSE,IN,46919,3,484,09,12,1808340
1301,CULVER COMMUNITY HIGH SCH,701 SCHOOL,CULVER,IN,46511,3,251,09,12,1802520
1302,EISENHOWER ELEMENTARY SCHOOL,1900 S COUNTY FARM RD,WARSAW,IN,46580,1,432,KG,06,1812420
1303,JIMTOWN ELEMENTARY SCHOOL,58901 CR 3 S,ELKHART,IN,46517,1,418,KG,02,1800420
1304,CLINTON PRAIRIE ELEM SCHOOL,2500 S CR 450 W,FRANKFORT,IN,46041,1,594,KG,06,1802160
1305,SWAYZEE ELEMENTARY SCHOOL,405 S WASHINGTON ST,SWAYZEE,IN,46986,2,264,05,06,1808340
1306,NORTH MIAMI ELEM SCHOOL,632 E 900 N,DENVER,IN,46926,1,488,PK,06,1807890
1307,OREGON-DAVIS JR-SR HIGH SCHOOL,5990 N 750 E,HAMLET,IN,46532,3,298,07,12,1808460
1308,WOODLAN ELEMENTARY SCHOOL,17215 WOODBURN RD,WOODBURN,IN,46797,1,498,KG,06,1802850
1309,GEORGE ROGERS CLARK SCH,1926 S RICHARD BAUER DR,VINCENNES,IN,47591,2,591,06,08,1812120
1310,PERLEY FINE ARTS ACADEMY,740 N EDDY ST,SOUTH BEND,IN,46617,1,232,KG,04,1810290
1311,ANDERSON PREPARATORY ACADEMY,101 W 29TH ST,ANDERSON,IN,46016,4,863,KG,12,1800077
1312,RIVER BIRCH ELEMENTARY,5456 E CR 75 N,AVON,IN,46123,1,747,KG,04,1800270
1313,HOOSIER PRAIRIE ELEM SCHOOL,2800 W HARLAN DR,TERRE HAUTE,IN,47802,1,349,KG,05,1812090
1314,R J BASKETT MIDDLE SCHOOL,125 N BROADWAY ST,GAS CITY,IN,46933,2,618,06,08,1806870
1315,NORTHRIDGE HIGH SCHOOL,56779 NORTHRIDGE DR,MIDDLEBURY,IN,46540,3,1318,09,12,1806600
1316,BLOOMFIELD ELEMENTARY SCHOOL,350 E 500 N,BRYANT,IN,47326,1,250,KG,05,1804980
1317,HOMER IDDINGS ELEM SCH,7249 VANBUREN ST,MERRILLVILLE,IN,46410,1,540,KG,04,1809690
1318,WARREN G HARDING ELEM SCH,3211 165TH ST,HAMMOND,IN,46323,1,654,PK,05,1804320
1319,WARREN PRIMARY CENTER,55400 QUINCE RD,SOUTH BEND,IN,46619,1,258,KG,04,1810290
1320,MARTINSVILLE WEST MIDDLE SCH,109 E GARFIELD ST,MARTINSVILLE,IN,46151,2,551,06,08,1806510
1321,LOGANSPORT COMM HIGH SCH,1 BERRY LN,LOGANSPORT,IN,46947,3,1242,09,12,1806030
1322,PERRY WORTH ELEMENTARY SCHOOL,3900 E 300 S,LEBANON,IN,46052,1,372,KG,05,1805790
1323,LIBERTY ELEMENTARY SCHOOL,600 E PREGEL DR,MISHAWAKA,IN,46545,1,457,PK,06,1806840
1324,WHITNEY M YOUNG EARLY CHILDHOOD,1026 E PONTIAC ST,FORT WAYNE,IN,46803,1,252,PK,KG,1803630
1325,NORTHWESTERN MIDDLE SCHOOL,3431 N 400 W,KOKOMO,IN,46901,2,294,07,08,1802040
1326,DISCOVERY MIDDLE SCHOOL,10050 BRUMMITT RD,GRANGER,IN,46530,2,896,06,08,1808760
1327,PERRY MERIDIAN MIDDLE SCHOOL,202 W MERIDIAN SCHOOL RD,INDIANAPOLIS,IN,46217,2,1194,07,08,1808820
1328,BROOKVIEW ELEMENTARY SCHOOL,1550 N CUMBERLAND RD,INDIANAPOLIS,IN,46229,1,578,KG,04,1812360
1329,LESTER B SOMMER ELEM SCH,3794 W US 136,CRAWFORDSVILLE,IN,47933,1,291,KG,05,1807900
1330,LAPORTE HIGH SCHOOL,602 'F' ST,LAPORTE,IN,46350,3,2158,09,12,1805580
1331,LADOGA ELEMENTARY SCHOOL,418 E TAYLOR ST,LADOGA,IN,47954,1,196,KG,06,1810450
1332,NORTH GROVE ELEMENTARY SCHOOL,3280 W FAIRVIEW RD,GREENWOOD,IN,46142,1,612,KG,05,1801440
1333,DEER RIDGE ELEMENTARY,1515 SCOTT RD,FORT WAYNE,IN,46814,1,424,KG,05,1800030
1334,CENTRAL NOBLE JUNIOR SENIOR HS,302 COUGAR CT,ALBION,IN,46701,4,705,06,12,1801710
1335,MAYFLOWER MILL ELEM SCH,200 E 500 S,LAFAYETTE,IN,47909,1,543,KG,05,1811340
1336,UTICA ELEMENTARY SCHOOL,210 MAPLEHURST DR,JEFFERSONVILLE,IN,47130,1,510,KG,05,1803940
1337,WINAMAC COMMUNITY MIDDLE SCH,715 SCHOOL DR,WINAMAC,IN,46996,2,266,06,08,1807110
1338,FRONTIER ELEMENTARY,811 S RAILROAD,BROOKSTON,IN,47923,1,392,KG,06,1803810
1339,CENTERVILLE SR HIGH SCHOOL,507 WILLOW GROVE RD,CENTERVILLE,IN,47330,3,521,09,12,1801560
1340,TRI JUNIOR-SENIOR HIGH SCHOOL,6972 S ST RD 103,STRAUGHN,IN,47387,3,392,07,12,1810380
1341,PENDLETON JUV CORRECTIONAL FAC,9310 S SR 67,PENDLETON,IN,46064,3,153,08,12,1800006
1342,SOUTHPORT MIDDLE SCHOOL,5715 S KEYSTONE,INDIANAPOLIS,IN,46227,2,1034,07,08,1808820
1343,ROCKVILLE ELEMENTARY SCHOOL,406 W ELM ST,ROCKVILLE,IN,47872,1,423,PK,06,1800118
1344,EASTBROOK ELEMENTARY SCHOOL,7625 NEW AUGUSTA RD,INDIANAPOLIS,IN,46268,1,685,PK,05,1808910
1345,SYCAMORE ELEMENTARY SCH,1600 E SYCAMORE,KOKOMO,IN,46901,1,574,KG,05,1805370
1346,WALDO J WOOD MEMORIAL JHS,945 S FRANKLIN ST - #A,OAKLAND CITY,IN,47660,2,139,07,08,1802940
1347,HAMILTON SOUTHEASTERN JR HIGH SCH,12278 CYNTHEANNE RD,FISHERS,IN,46037,2,1238,07,08,1810650
1348,IN MATH & SCIENCE ACADEMY - SOUTH,2710 BETHEL AVE,INDIANAPOLIS,IN,46203,1,284,KG,08,1800143
1349,COMMUNITY MONTESSORI,4102 ST JOSEPH RD,NEW ALBANY,IN,47150,4,545,KG,12,1800011
1350,ROYERTON ELEMENTARY SCHOOL,1401 E ROYERTON RD,MUNCIE,IN,47303,1,529,KG,05,1802660
1351,EASTERN JR & SR HIGH SCHOOL,421 S HARRISON ST,GREENTOWN,IN,46936,3,702,07,12,1803150
1352,BROWNSTOWN ELEMENTARY SCHOOL,612 S BASE RD,BROWNSTOWN,IN,47220,1,701,PK,05,1801050
1353,MT VERNON MIDDLE SCHOOL,1862 W SR 234,FORTVILLE,IN,46040,2,842,06,08,1807260
1354,CHARLES N SCOTT MIDDLE SCHOOL,3635 173RD ST,HAMMOND,IN,46323,2,817,06,08,1804320
1355,HUNTERTOWN ELEMENTARY SCHOOL,15330 LIMA RD,HUNTERTOWN,IN,46748,1,564,KG,05,1808250
1356,CREEKSIDE MIDDLE SCHOOL,3525 W 126TH ST,CARMEL,IN,46032,2,1579,06,08,1801200
1357,NORTHROP HIGH SCHOOL,7001 COLDWATER RD,FORT WAYNE,IN,46825,3,2179,09,12,1803630
1358,SOUTHRIDGE MIDDLE SCHOOL,1112 S MAIN ST,HUNTINGBURG,IN,47542,2,399,06,08,1810870
1359,OAKLANDON ELEMENTARY SCHOOL,6702 OAKLANDON RD,INDIANAPOLIS,IN,46236,1,614,01,06,1805670
1360,VAILE ELEMENTARY SCHOOL,300 S 14TH ST,RICHMOND,IN,47374,1,343,PK,04,1809510
1361,EDGEWOOD MIDDLE SCHOOL,900 S UNION,WARSAW,IN,46580,2,559,07,08,1812420
1362,GRANDVIEW ELEMENTARY SCHOOL,2300 S ENDWRIGHT RD,BLOOMINGTON,IN,47403,1,440,PK,06,1800630
1363,WABASH HIGH SCHOOL,580 N MIAMI ST,WABASH,IN,46992,3,418,09,12,1812150
1364,SOUTH SIDE ELEMENTARY SCHOOL,1350 S SHERMAN ST,KENDALLVILLE,IN,46755,1,444,PK,06,1802970
1365,BREAK-O-DAY ELEMENTARY SCHOOL,900 SAWMILL RD,NEW WHITELAND,IN,46184,1,515,02,04,1801890
1366,BLUFFTON-HARRISON MIDDLE SCH,1500 STOGDILL RD,BLUFFTON,IN,46714,2,462,05,08,1800720
1367,CUSTER BAKER INTERMEDIATE SCHOOL,101 W SR 44,FRANKLIN,IN,46131,2,768,05,06,1803690
1368,ADAMS HIGH SCHOOL,808 S TWYCKENHAM DR,SOUTH BEND,IN,46615,3,1756,09,12,1810290
1369,NORTHWEST COMMUNITY HIGH SCHOOL,5525 W 34TH ST,INDIANAPOLIS,IN,46224,3,789,09,12,1804770
1370,ASPIRE CHARTER ACADEMY,4900 W 15TH AVE,GARY,IN,46406,1,704,KG,08,1800071
1371,MOLLIE B HOOVER ELEM SCH,1301 ELM ST,CRAWFORDSVILLE,IN,47933,2,356,04,05,1802460
1372,LYDIA MIDDLETON ELEM SCHOOL,714 W MAIN ST,MADISON,IN,47250,1,310,KG,05,1806120
1373,STONY CREEK ELEMENTARY SCHOOL,1350 GREENFIELD PIKE,NOBLESVILLE,IN,46060,1,649,PK,05,1807650
1374,MAPLEWOOD ELEMENTARY SCHOOL,1643 DUNLAP AVE,INDIANAPOLIS,IN,46241,1,694,PK,06,1812810
1375,DUBOIS ELEMENTARY SCHOOL,5533 E ST RAPHAEL ST,DUBOIS,IN,47527,1,286,PK,04,1808120
1376,BROOKVILLE MIDDLE SCH,9092 WILDCAT LN,BROOKVILLE,IN,47012,2,424,05,08,1803700
1377,CHURUBUSCO ELEMENTARY SCHOOL,3 EAGLE DR,CHURUBUSCO,IN,46723,1,544,PK,05,1810230
1378,LILLIAN SCHMITT ELEM SCHOOL,2675 CALIFORNIA,COLUMBUS,IN,47201,1,720,KG,06,1800360
1379,SOUTH CENTRAL ELEMENTARY,6595 E HWY 11 SE,ELIZABETH,IN,47117,1,339,PK,05,1810360
1380,ANDREW J BROWN ACADEMY,3600 N GERMAN CHURCH RD,INDIANAPOLIS,IN,46236,1,644,KG,08,1800042
1381,WEBSTER ELEMENTARY SCHOOL,1101 S MICHIGAN ST,PLYMOUTH,IN,46563,1,369,KG,04,1809060
1382,MACONAQUAH HIGH SCHOOL,256 E 800 S,BUNKER HILL,IN,46914,3,637,09,12,1806090
1383,PLEASANT GROVE ELEM SCH,5199 W FAIRVIEW RD,GREENWOOD,IN,46142,1,571,KG,05,1801440
1384,VALLEY MILLS ELEMENTARY SCH,5101 S HIGH SCHOOL RD,INDIANAPOLIS,IN,46221,1,550,01,06,1802640
1385,ELDER W DIGGS SCHOOL 42,1002 W 25TH ST,INDIANAPOLIS,IN,46208,1,534,PK,06,1804770
1386,MANCHESTER INTERMEDIATE SCHOOL,20 W WOODRING RD,LAKETON,IN,46943,2,349,04,06,1806270
1387,CASCADE MIDDLE SCHOOL,6423 S CR 200 W,CLAYTON,IN,46118,2,345,06,08,1806660
1388,YOUTH OPPORTUNITY CENTER,3700 W KILGORE AVE,MUNCIE,IN,47304,4,107,03,12,1807320
1389,CORYDON ELEMENTARY SCHOOL,125 BEECHMONT DR,CORYDON,IN,47112,1,633,PK,03,1810360
1390,GREENSBURG COMMUNITY JR HIGH,505 E CENTRAL AVE,GREENSBURG,IN,47240,2,583,06,08,1804080
1391,SOUTHWESTERN MIDDLE SCHOOL,2100 W 800 S,LAFAYETTE,IN,47905,2,448,06,08,1811340
1392,NEW PRAIRIE MIDDLE SCHOOL,5325 N COUGAR RD,NEW CARLISLE,IN,46552,2,716,06,08,1807560
1393,WHEELER HIGH SCHOOL,587 W 300 N,VALPARAISO,IN,46385,3,549,09,12,1811700
1394,WEST GOSHEN ELEMENTARY SCHOOL,215 DEWEY AVE,GOSHEN,IN,46526,1,444,KG,05,1803930
1395,ELWOOD INTERMEDIATE SCHOOL,1207 N 19TH ST,ELWOOD,IN,46036,1,439,03,06,1803300
1396,NORTH ELEMENTARY SCHOOL,398 URBAN ST,DANVILLE,IN,46122,1,564,PK,05,1802550
1397,HOOSIER ACADEMY - INDIANAPOLIS,5640 CAITO DR,INDIANAPOLIS,IN,46226,4,278,KG,12,1800072
1398,SPRING MILL ELEMENTARY SCHOOL,8250 SPRINGMILL RD,INDIANAPOLIS,IN,46260,1,715,KG,05,1812720
1399,OSSIAN ELEMENTARY,213 S JEFFERSON,OSSIAN,IN,46777,1,569,KG,05,1808220
1400,LINTON-STOCKTON JR HIGH SCH,109 NE I ST,LINTON,IN,47441,2,340,06,08,1805910
1401,LINTON-STOCKTON HIGH SCHOOL,10 NE H ST,LINTON,IN,47441,3,378,09,12,1805910
1402,WASHINGTON MIDDLE SCHOOL,1801 WASHINGTON AVE,EVANSVILLE,IN,47714,2,414,06,08,1803450
1403,PIKE HIGH SCHOOL,5401 W 71ST ST,INDIANAPOLIS,IN,46268,3,3159,09,12,1808910
1404,RICHARD L JOHNSON EARLY EDUC CNTR,1209 S SYCAMORE ST,COLUMBUS,IN,47201,1,104,PK,PK,1800360
1405,HOLLAND ELEMENTARY SCHOOL,408 MERIDIAN ST,HOLLAND,IN,47541,1,185,PK,05,1810870
1406,ORLEANS JR-SR HIGH SCH,200 W WILSON,ORLEANS,IN,47452,3,373,07,12,1808490
1407,BLACKHAWK MIDDLE SCHOOL,7200 E STATE BLVD,FORT WAYNE,IN,46815,2,863,06,08,1803630
1408,CENTRAL ELEMENTARY SCHOOL,500 SHORT ST,LAWRENCEBURG,IN,47025,1,453,03,05,1805700
1409,SPRING HILL ELEMENTARY SCHOOL,201 E 15TH ST,JEFFERSONVILLE,IN,47130,1,220,PK,05,1803940
1410,CAMP SUMMIT JUV FACILITY,4904 W JOHNSON RD,LAPORTE,IN,46350,3,72,09,12,1800006
1411,DONALD E GAVIT MDL/HIGH SCH,1670 175TH ST,HAMMOND,IN,46324,4,1547,06,12,1804320
1412,CENTER FOR INQUIRY,725 N NEW JERSEY ST,INDIANAPOLIS,IN,46202,1,386,KG,08,1804770
1413,RIVER FOREST JR-SR HIGH SCHOOL,3300 INDIANA ST,HOBART,IN,46342,4,626,06,12,1804620
1414,LAPEL SR HIGH SCHOOL,1850 S 900 W,LAPEL,IN,46051,3,480,09,12,1812880
1415,NORTH JUDSON-SAN PIERRE ELEM SCH,809 W TALMER AVE,NORTH JUDSON,IN,46366,1,496,KG,05,1807800
1416,BENTON CENTRAL JR-SR HIGH SCH,4241 E 300 S,OXFORD,IN,47971,3,872,07,12,1800480
1417,KNIGHTSTOWN ELEMENTARY SCHOOL,8632 S SR 109,KNIGHTSTOWN,IN,46148,1,375,PK,03,1801060
1418,RISE LEARNING CENTER,5391 SHELBY ST,INDIANAPOLIS,IN,46227,4,113,KG,12,1800105
1419,MISHAWAKA HIGH SCHOOL,1202 LINCOLNWAY E,MISHAWAKA,IN,46544,3,1446,09,12,1806840
1420,MAPLE GROVE ELEMENTARY SCHOOL,3623 W WHITELAND RD,BARGERSVILLE,IN,46106,1,852,KG,05,1801440
1421,MAPLE GLEN ELEMENTARY,17171 DITCH RD,WESTFIELD,IN,46074,1,526,PK,04,1813080
1422,GEORGE ROGERS CLARK MD/HS,1921 DAVIS AVE,WHITING,IN,46394,4,1427,06,12,1804320
1423,EAGLE CREEK ELEMENTARY SCHOOL,6905 W 46TH ST,INDIANAPOLIS,IN,46254,1,514,KG,05,1808910
1424,SOUTH SPENCER HIGH SCHOOL,1142 N ORCHARD RD,ROCKPORT,IN,47635,3,452,09,12,1810560
1425,SCHMUCKER MIDDLE SCHOOL,56045 BITTERSWEET RD,MISHAWAKA,IN,46545,2,931,06,08,1808760
1426,MACONAQUAH ELEMENTARY SCHOOL,7784 S STRAWTOWN PIKE,BUNKER HILL,IN,46914,1,730,02,05,1806090
1427,CLINTON YOUNG ELEM SCH,5740 MCFARLAND RD,INDIANAPOLIS,IN,46227,1,738,PK,05,1808820
1428,ANDERSON HIGH SCHOOL,4610 MADISON AVE,ANDERSON,IN,46013,3,1872,09,12,1800150
1429,THE EXCEL CENTER - RICHMOND,1215 S 'J' ST,RICHMOND,IN,47374,3,296,09,12,1800134
1430,HERITAGE JR/SR HIGH SCHOOL,13608 MONROEVILLE RD,MONROEVILLE,IN,46773,3,804,07,12,1802850
